Platform,Year_of_Release,User_Score
PS2,2004,
X360,2010,8.1
GBA,2002,
N64,1998,
GB,2000,
GBA,2003,
PS,2000,
GC,2004,8.8
PS4,2016,
PS2,2004,6.5
PS3,2007,7.3
X360,2013,5.7
DS,2009,8.3
X360,2010,6.7
PC,2008,7.5
NES,1985,
PS,1998,
PS2,2002,7.4
PSV,2012,7.2
PS,1997,
DS,2007,tbd
GBA,2003,
X360,2010,7.5
PSP,2005,8.5
PS,1996,
PS3,2011,
PS,1996,
PS3,2010,
PS2,2002,7.4
PS3,2011,6.2
PS3,2010,8
PS2,2005,7.4
XOne,2015,9.2
PS,1999,
2600,1983,
PS2,2002,7.3
X360,2009,7.8
XB,2004,7.2
X360,2009,8.6
2600,,
GBA,2002,
PS2,2006,6
WiiU,2015,8.5
X360,2012,6.6
PS2,2005,8.3
SNES,1995,
PS,1997,
X360,2009,7
XOne,2015,6.1
PS,1999,
PS3,2014,7.3
DS,2010,8.2
PS3,2008,7.7
GBA,2002,
GC,2002,
Wii,2008,
PS3,2011,7.2
GBA,2003,6.2
DS,2005,
DS,2007,5.9
Wii,2009,5
PS2,2004,8.6
XOne,2015,7.8
PC,2015,5.4
DS,2010,7.9
PS3,2014,7.5
Wii,2007,7.6
PS2,2005,
Wii,2008,8.4
XOne,2015,8.4
PS2,2004,8.4
PSP,,7.4
GB,1989,
PS,1999,
DS,2008,tbd
PS,1999,
PS2,2003,8.3
Wii,2006,7.3
PS2,2001,8.9
PS,1997,9.4
Wii,2008,7.2
X360,2014,7.2
PC,2005,6.6
PS3,2014,8.1
3DS,2012,8.7
3DS,2012,6.3
PS2,2008,8.9
PS,1995,
2600,1981,
X360,2008,7.2
XB,2003,9.1
NES,1984,
PS4,2014,6.2
DS,2008,tbd
PS2,2002,8.5
Wii,2008,2
PS3,2008,8.6
X360,2011,6.3
GC,2003,7.9
PS2,2004,
PS,1994,6.3
X360,2012,8
PS3,2013,8.5
PS3,2013,4.9
Wii,2010,8.1
Wii,2007,5.8
PS,1998,
PC,2010,8.4
PS,1998,
PC,2003,
PS,1998,
DS,2005,7.7
PS3,2008,7.2
DS,2008,
DS,2009,8.9
PS,2000,8
PS3,2013,6.3
PS2,2008,7.4
2600,,
X360,2014,5
PS3,2008,6.9
NES,1988,
NES,1987,
PS,1996,
X360,2005,8.5
GC,2005,8.3
PS2,2006,8.4
PS3,2007,7.6
PSV,2012,8.6
3DS,2015,8.8
PC,2002,8.5
DS,2007,
PS2,2003,6.2
PS2,2004,8.6
PS,1998,
PS2,2005,8.9
Wii,2007,6.8
PS2,2001,8.3
PS,1997,9
PS2,2000,7.7
PS2,2008,6.9
GB,1992,
Wii,,7.8
XB,2005,8.1
PS3,2009,7.7
DS,2007,
PS3,2012,6.4
PS2,2001,4.6
XOne,2016,5.9
XB,2004,8.8
DS,2011,
XB,2002,8.1
PS2,2004,5.5
PSP,2009,7.2
PS,2003,
PS3,2014,
X360,2012,8.5
GB,2000,
GBA,2003,7.3
PS,1998,
WiiU,2014,8.3
NES,1986,
GBA,2004,9.1
X360,2008,6.7
GBA,2003,
PS3,2006,7.3
Wii,2007,7.7
PS3,2010,7.8
PS3,2011,8.2
DS,2007,7.5
GC,2004,8.5
PS,1997,
NES,1984,
GB,1997,
GB,1999,
PS2,2006,
PS,1997,
PS,1997,
GBA,2002,9.5
PS,1996,
XB,2001,8.3
PS,1998,
PS2,2002,7.8
PS2,,8.7
PS2,2006,8.4
XB,2001,6.9
XB,2004,7.8
DS,2007,7.7
PSP,2005,8.5
3DS,2011,8.1
PS2,2002,8.6
PS4,2015,7.4
PS,1999,
PS,2000,9
SNES,1992,
PS,2001,
GC,2003,9
PS3,2010,8.3
PS3,2007,7.6
XOne,2015,5.1
GBA,2007,
PS3,2009,7.7
PS,1997,
Wii,2008,8.6
PSP,2005,
PS2,2002,5.1
Wii,2007,8.2
PSP,2006,
PS2,2004,8.4
PS3,2011,7.1
PC,2014,
GC,2004,9.1
DC,1999,
GB,1989,
NES,1986,
NES,1986,
SNES,1993,
XB,2003,7.1
PSP,2006,7
PS2,2001,8.5
PSP,2010,5.4
PS,1997,
GBA,2003,6.8
PS3,2012,7.5
WiiU,2014,8.6
GBA,2002,7.7
Wii,2008,8.4
XOne,2015,5.2
PS2,2006,8.6
NES,1990,
N64,1998,
PS,1999,
XB,,8
Wii,2008,tbd
PSP,2007,7.8
GC,2002,7.3
GBA,2004,
DS,2006,7.9
PSP,2006,8.2
PS,1999,
DS,2009,tbd
3DS,2012,
2600,1982,
PS3,2013,7.9
GB,2000,
DC,1999,9.4
NES,1988,
X360,2012,7.7
GBA,2001,7.5
PS3,2012,6.5
SNES,1991,
PS,1996,
PS2,2005,8.7
PS2,2002,8.8
PS3,2012,4.9
NES,1990,
PSP,2008,7.6
Wii,2009,7.2
PS3,2011,6.9
PS4,2015,
SNES,1993,
N64,1997,
PS2,2003,8.4
PC,2015,7.9
PC,2010,8.6
PS,1998,
PS3,2009,8.1
PS,1996,
XB,2003,5.8
PS3,2008,7.3
PC,2008,5.3
PS,1996,
GBA,2004,8
PS3,2011,7.3
PS2,2006,8.9
PS2,2004,6.3
PS,1997,7.9
X360,2008,7.6
PS3,2006,4.1
PS2,2001,8.5
GBA,2002,
SAT,1995,
N64,1999,
SNES,1993,
PS,1997,
X360,2011,7.6
XOne,2013,5.8
PSP,2007,8
XB,2005,
X360,2010,5.8
DS,2007,8.2
PC,2008,8.1
PS2,2001,8.3
PSP,2007,7.3
PS2,2004,3.4
Wii,2008,
PC,2012,6.7
2600,1980,
X360,2012,5.4
GB,1990,
SNES,1995,
NES,1986,
DS,2008,
PSP,2009,7.9
GC,2003,8.3
PC,2007,8.5
SNES,1993,
PS2,2003,9
PS4,2014,5.1
PS,1998,
PS,1997,
PS,2000,tbd
PS2,2003,8.4
PS2,2005,9.1
PS,1998,8.5
PS3,2007,7.5
PS3,2013,7.5
3DS,2011,7.1
PS3,2008,6.6
PS2,2005,9
DC,2000,
GB,1991,
N64,1998,
NES,1986,
SNES,1990,
XB,2003,9.1
GBA,2005,
PS3,2007,8.8
PS2,2005,
PS3,2010,7.4
PS3,2011,
XOne,2014,7.7
PS2,2001,8.8
GC,2004,
PS4,2016,8.2
XB,2002,8
Wii,2009,tbd
PS,1999,
GBA,2006,4.7
PS4,2016,7.8
3DS,2011,6.1
XB,2004,8.6
NES,1983,
PS3,2008,7.8
X360,2009,6.8
PS4,2014,8.1
PS,1998,
3DS,2012,8.6
GBA,2005,
PS3,2007,5.9
3DS,2015,7.6
2600,1982,
PS2,2001,7.6
N64,1996,
Wii,2009,8.3
PS3,2010,8.4
PSP,2005,8.6
PS3,2011,8.3
XB,2005,5.1
NES,1992,
X360,2011,8.2
PS2,2009,2.6
PC,2007,8
PS3,2009,8.1
PSV,2012,9.2
XB,2004,8.3
X360,2010,6
PS3,2009,8.7
X360,2011,4.5
XB,2003,7.6
PS2,2007,
PS2,2007,6.3
PS3,2011,7.3
PS2,,6.8
XB,2005,9
GEN,1994,
NES,1983,
PS,1995,
PS,1999,
WiiU,2013,8.7
X360,2013,7.7
PS4,2015,7.7
PSP,2004,
2600,1981,
2600,1982,
PS3,2010,8
PS,1997,
DS,2011,7.4
NES,1984,
GB,1989,
NES,1989,
N64,1998,
NES,1983,
GB,1999,
PS3,2011,
PS2,2001,tbd
PS2,2006,tbd
PS2,2006,
GC,2003,8.5
WiiU,2013,8.2
Wii,2007,6.9
PS3,2008,8.1
X360,2007,6.7
PS,1998,8.5
DS,2007,tbd
X360,2013,5.8
PS2,2006,8.1
PS3,2009,5.7
GBA,2003,8.9
Wii,2008,4.4
DC,2000,6
PS,1998,
PSP,2005,7.6
PS4,2015,6.6
XB,2003,8.3
Wii,2009,6.9
PS2,2006,8.3
X360,2010,2.1
PS2,2002,8.3
PS,1997,
PS3,2010,6.9
DS,2011,tbd
X360,2012,5.5
X360,2009,8
PS,1998,
PS2,2003,8.9
PS2,2002,6.6
DS,2008,tbd
PSP,2005,7.2
PS2,2002,tbd
PC,2009,6.9
PS3,2007,7.4
PS3,2010,7.5
PS3,2010,
2600,1982,
PS2,2004,6
PS3,2013,
XOne,2016,7.4
X360,2014,
PS,1998,
PSP,2008,8.1
GBA,2003,6.1
GBA,2002,
GC,2005,8.1
X360,2014,7.3
PSP,2007,6.7
PS,1999,
DS,2006,5
PS2,2006,7.4
Wii,2010,7.3
DS,2008,tbd
PS3,2008,7.3
PC,1999,
SAT,1994,
PS2,2009,7.7
Wii,2009,
X360,2011,
X360,2008,6.6
PS,1997,
X360,2007,7.8
PS2,2005,8.4
Wii,2009,8.8
DS,2009,tbd
PS,1995,
PSP,2005,5.6
PS3,2008,8.6
X360,2010,7.6
PS3,2013,5.9
PS,1999,
PS,1998,
PS2,2006,8.5
PS2,2002,7.3
PSP,2009,7.3
DS,2008,6.5
PS3,2007,8.4
PS,1998,
X360,2009,8
X360,2008,8.3
PS2,2005,8.7
PS,1999,
PS2,2003,8.3
XOne,2016,5.6
N64,1997,
N64,1998,
X360,2010,7.3
PS3,2012,6.3
PC,2001,9.1
Wii,2007,8.1
GBA,2004,7.7
PS2,2002,8.8
X360,2010,7.9
X360,2008,7.2
XOne,2013,6.8
PS3,2007,8.4
PS3,2011,7.1
Wii,2008,7
PS3,2007,8
DS,2007,6.9
2600,1981,
Wii,2009,8
PSP,2006,9
2600,1980,
DS,2007,tbd
PS,1996,
NES,1985,
SNES,1996,
NES,1986,
PS2,2002,8
PS3,2012,8.3
XB,2001,8.3
PS,2000,8.4
PS4,2014,6.1
XB,2005,7.6
PS3,2007,7.9
PS,1998,
PS2,2003,8.9
DS,2007,7.4
PS,,9
X360,2009,8.4
PS,1997,
PS3,2012,7.7
PS,2000,tbd
PS,1996,
GC,2003,8.9
PS2,2006,8.7
PS3,2010,7.3
N64,1997,
PS,1998,
GBA,2001,8.5
X360,2006,4.4
DS,2010,
XB,2005,8.8
X360,2007,7.7
PS3,2012,7.5
X360,2011,5.8
PS2,2005,8.4
PSP,2005,7.9
PS3,2012,7.4
X360,2011,7
PS3,2007,8.1
DS,2005,7.6
Wii,2008,7
PS2,2003,8.8
GB,,
NES,1985,
WiiU,2016,8.4
PS3,2008,7.7
PC,1996,8.5
PS,1998,8.5
Wii,2009,8.6
DS,2008,tbd
PSP,2009,8.8
Wii,2007,6.1
DS,2010,tbd
Wii,2007,7
Wii,2007,8.4
GC,2004,6.4
XOne,2016,6.2
X360,2007,8.1
PS3,2008,7.9
SNES,1993,
PS,1997,
Wii,2011,6
Wii,2010,3.3
X360,2009,7.4
DS,2007,9
X360,2011,7.6
PS3,2013,5.3
XB,2006,8.7
3DS,2011,6.9
Wii,2008,7.7
PS2,2004,8.7
DS,2012,8.2
Wii,2008,3.6
PS,1998,
Wii,2007,8
DS,2009,tbd
X360,2007,7.9
Wii,2007,6.1
SNES,1995,
PC,2003,
PSV,2012,
X360,2008,8
X360,2014,7.3
PS4,2014,8.5
DS,2006,
X360,2008,7
PS,1997,8.3
WiiU,2012,7.7
WiiU,2016,8
PS2,2003,8
PS,1997,
Wii,2009,4.5
PSP,2010,8.4
PS2,2000,
NES,1985,
GB,1997,
N64,2000,
NES,1991,
PS2,2004,
XB,2003,8.9
X360,2008,
X360,2006,
PS,1995,
PS,2000,tbd
PS,1996,
PS2,2002,9.3
PS3,2011,8.4
PS,2000,
XB,2000,8.5
X360,2013,7.8
X360,2011,6.6
GC,2003,
X360,2012,7.6
DS,2011,8.6
PS3,2008,6.5
PS,1998,9.1
PS2,2000,8
PS3,2009,8.2
PS3,2008,5
GC,2005,6.6
PS3,2009,8.2
DS,2007,8.1
PSP,2006,8.3
X360,2011,8.4
Wii,2009,tbd
DS,2008,tbd
PSP,2008,8.7
PSP,2008,6.8
DS,2008,tbd
PS4,2015,
Wii,2009,6.2
PS3,2010,8.2
PC,2008,7.9
GBA,2005,5.4
NES,1993,
DS,2005,6.6
N64,1998,
Wii,2007,5.9
2600,,
X360,2013,6.4
PS2,,7.7
PS3,2013,
X360,2013,7.5
PS2,2009,7.2
X360,2009,7.6
XB,2005,8.3
X360,2015,5.1
PC,2005,8.9
PS3,2007,5.3
GBA,2003,9.2
X360,2009,8
PS3,2013,5.9
DS,2006,tbd
PS2,2003,7.6
PS2,2007,7.9
DS,2010,
Wii,2010,7.6
XB,2004,8.7
PC,2012,5.5
DS,2006,2.1
Wii,2009,6.6
SNES,1992,
X360,2011,5.2
2600,1981,
X360,,7.9
GC,2006,9.1
PS,2000,9
PS2,2002,9.1
PC,2012,8.2
PS4,2015,4.3
PS3,2013,6.4
Wii,2012,
PS,1999,
PS,1999,
N64,1996,
NES,1986,
PS2,2000,8.1
PC,2012,7.5
Wii,2010,7.5
Wii,2008,8.6
3DS,2012,
PS2,2002,7.9
XB,2002,8.4
PC,2011,8.5
PS3,2012,6.9
XB,2004,8.7
PSP,2006,6.7
3DS,2012,6.9
3DS,2011,7.4
PS2,,tbd
PS2,2004,7.7
DS,2008,7.6
PS2,2005,8.6
X360,2008,7.8
GC,2003,8.6
PS3,2014,
PS3,2012,7.3
Wii,2009,
Wii,2012,
DS,2006,
PS3,2013,4.1
PS3,,8
PS,1996,
PS3,2012,6.9
PS2,2000,8.4
PS3,2011,7.7
GBA,2003,
PS,1999,
DS,2008,2.8
X360,2010,7.3
PS3,2010,
Wii,2015,tbd
Wii,2014,tbd
PS3,2010,6.9
PS3,2011,7.1
X360,2015,3.2
PS2,2004,7.4
PS2,2003,
Wii,2010,
GC,2004,7.8
3DS,2011,8.2
PS,1996,
PS2,2003,8.4
X360,2013,
PS3,2013,7.7
PS2,2005,
PS3,2011,4.8
XB,2005,
PS,1999,
PSP,2008,7.8
PS3,2008,7
X360,2009,6.7
PS3,2009,7.6
Wii,2009,4.5
PS,1999,
PS2,2006,9.1
PS4,2016,
XB,2003,7.8
PS2,2003,
PS2,2006,8.9
PS2,2002,6.8
PS3,2013,7.9
PS4,2016,6.2
DS,2005,6.1
GBA,2005,
XB,2002,8.5
XOne,2014,6.9
PS3,2008,7.5
PS3,2008,5.5
GBA,2004,
2600,1981,
3DS,2016,8.7
N64,1999,
NES,1987,
NES,1991,
Wii,2009,8.6
GBA,2003,8.8
X360,2009,8
PS2,2007,8.6
GC,2006,7
DS,2007,4.8
DS,2010,7
X360,2009,7.8
DS,2010,
PS4,2014,7.1
X360,2011,5.6
PS,1999,tbd
PS3,2008,8
PS3,2014,6.8
PC,2012,6.2
PC,2012,8.2
PS2,2003,8.7
3DS,2013,7.5
PS2,2001,3.3
X360,2010,7.1
PS,2000,6.7
Wii,2006,tbd
DS,2011,tbd
DS,2005,9.2
PS4,2015,7.8
PS3,2014,8.5
X360,2014,8.4
PS,1997,
PS,1996,
NES,1985,
N64,1999,
PS3,2012,7.5
PSP,2006,6.4
X360,2010,7.7
Wii,2011,6.1
X360,2008,7.1
GC,2006,8
PS2,2003,
PS,1996,
X360,2006,7.8
PS3,2009,
3DS,2012,8.2
Wii,2008,6.7
PS2,2002,
Wii,2009,
PS3,2010,5.4
Wii,2010,tbd
PS2,2002,8.1
PS4,2013,
X360,2008,7.2
PS3,,8.3
PS2,2003,8.9
Wii,2010,8.9
PC,2008,
N64,1998,
PS,2000,8.7
PS3,2011,7.4
XOne,2013,5.7
XB,,tbd
PS3,2012,6.8
Wii,2008,8.1
Wii,2007,
SNES,1994,
XB,2004,7.9
PS3,2009,6.5
PS2,2002,7.6
X360,2007,8.3
PS4,2016,3.4
XOne,2015,7
SNES,1996,
PS2,2004,7.6
X360,2009,7.3
PS2,2005,8.8
X360,2013,6.7
X360,2014,7
X360,2012,8.3
PS3,2011,5.7
PS,1995,
PS4,2015,7
PS3,2009,
PC,2014,5.7
PS,1999,
PS2,2006,8.1
PS3,2009,7.4
PS4,2013,5.2
XB,2003,7.6
N64,1998,
PS2,2007,6.5
XB,2002,7.5
DS,2011,tbd
3DS,2013,5.2
PS3,2009,7.8
X360,2014,tbd
XB,2004,8.5
XB,2004,7.6
PS2,2003,6.6
Wii,2012,7.2
GBA,2005,tbd
PS2,2005,8
X360,2010,tbd
GBA,2001,8.5
PS3,2011,6.3
PS2,2005,6.2
X360,2012,6.7
GBA,2004,8.6
GBA,2004,9.1
Wii,2011,
DS,2008,tbd
GB,2001,
PS4,2016,
PSP,2006,8.3
GC,2003,5.5
X360,2014,6.8
PS,1997,8.2
PS2,2001,7.5
PS3,2008,7.8
Wii,2008,
PSP,2009,8.1
DS,2008,7.8
PS3,2011,7.3
Wii,2008,
PS,2000,
PS3,2012,
Wii,2008,8.4
PS2,2006,
PS3,2009,7.1
SNES,1995,
DS,2008,7.9
PS3,2008,
PS3,2012,4.1
Wii,2008,8.1
PS,1996,
PS3,2007,7.5
PC,2009,4.2
PS3,2011,8.1
X360,2010,7.5
PS3,2009,7.8
X360,2015,
Wii,,
PS2,2005,8.3
PSP,2011,8.3
PS2,2007,
PS,1996,
Wii,2006,7.8
XOne,2016,6.4
3DS,2012,8.5
DS,2008,7.3
DS,2008,5.5
PC,2008,6.6
X360,2010,8.2
X360,2010,7.6
PS2,2004,8.1
PS4,2015,7.8
XB,2003,8.8
Wii,2007,6.8
PS,2001,6.6
PS,1995,
Wii,2009,7.2
SNES,1994,
XB,2003,8.8
X360,2012,7.9
X360,2012,7.7
PSP,2004,
PS,1997,
3DS,2015,
PS2,2008,7.2
PSP,2009,8.1
DS,2008,
X360,2011,6.8
PS,1996,
PS3,2012,6.9
PS2,2006,7.3
PS,1998,
X360,2008,7.9
X360,2007,7.4
PSP,2008,
X360,2009,8.1
PS2,2005,9
XB,2002,8.1
X360,2015,7.1
PS2,2002,tbd
Wii,2008,4.9
X360,2008,8.3
PS,2000,8.3
PS2,2007,8.2
2600,1982,
PS3,2013,6.3
PS3,2008,7.1
PS2,2007,tbd
DS,2009,tbd
Wii,2009,8.5
3DS,2015,
PS3,2008,
PS4,2015,6.2
Wii,2009,8.5
PSP,2006,8.3
PS2,2002,8.4
PS,2001,5.8
N64,1997,
X360,2010,6.5
PS,1998,
PSP,2006,7.9
PS2,2003,9.1
Wii,2010,tbd
PS,1999,
DS,2007,
X360,2010,8.1
Wii,2007,7.3
X360,2007,7
PS,1996,
XB,2004,8.9
NES,1989,
PS3,2015,7.4
PS3,2012,7.6
PS,1997,
PS3,2008,7.2
Wii,2010,tbd
PS3,2012,8.2
PS3,2009,7.7
PS2,2007,8
PS,1995,
PS2,2002,8.2
WiiU,2013,7.7
PS2,2000,7.9
DS,2008,8.4
PS3,2010,7.4
Wii,2009,8.7
PS3,2010,7
PS3,2012,7.1
GC,2004,8.8
X360,,7.4
PS3,2012,7.9
PS3,2009,7.9
GC,2004,7.1
WiiU,2015,8.9
PS3,2009,7.8
DS,2008,tbd
PS2,2003,tbd
NES,1987,
PS3,2009,7.8
PS,2001,
PS2,2002,5.3
PS3,2014,7.6
PS2,2005,8.4
PS2,2004,8.1
PS3,2013,6.2
DS,2007,4.9
X360,2012,6.8
GBA,2004,9
PS2,2007,7.6
PSP,2005,8.4
PS,1999,
Wii,2007,6.7
Wii,2008,7.2
PS,1999,
PS2,2000,8.8
PSP,,6.6
PS3,2007,7.4
X360,2011,4.4
GBA,2004,5
PS2,2000,
PS3,2011,5.8
XB,2003,7.8
PS3,2010,6.7
GB,2000,
Wii,2008,8.5
PS,1998,
PS,1997,
PS2,2005,8.8
PS2,,8.2
Wii,2009,7.4
PS3,2012,5.3
PS,1998,
PS,1996,
X360,2008,7.8
3DS,2011,7.6
PS3,2011,4.3
Wii,2011,1.8
PS3,2012,8.3
DS,2009,
XB,2002,7.8
GC,2001,9
PS2,2006,8.2
X360,2010,7.9
Wii,2007,8.2
PSP,2005,8
XB,2002,6.4
N64,1996,
NES,1984,
Wii,2010,tbd
DS,2007,tbd
XB,2001,9
Wii,2008,4.3
2600,1981,
X360,2007,7.6
PS2,2002,6.6
PS2,2008,8.9
PS3,2012,8.8
PS4,2014,
PS3,,7
GB,2000,
PS2,2000,tbd
X360,2012,8
SNES,1994,
DS,2008,tbd
PS,2000,8.7
SNES,1994,
PS,2000,6.1
PS3,2012,
GC,2004,7.2
PS,1999,
PSP,2005,8.7
PS,1999,8.8
X360,,7.6
PSP,2007,8.7
PSP,2011,
NES,1987,
N64,1999,
X360,2009,7.6
PS2,2004,8.2
XOne,2013,5.9
PS3,2009,6.9
SNES,1994,
PS,1998,
PS3,2010,7.1
DS,2008,7.2
PS,1998,
PS2,2007,tbd
PS2,2005,4.4
PS3,2010,7.5
PS3,2008,tbd
PS,2000,
PS2,2005,8.2
DS,2006,7
GC,2003,7.6
PS,1997,
PS2,2004,8.3
3DS,2012,8.5
Wii,2008,7.8
PS,1999,8.1
X360,2009,8.2
XB,2004,7.5
Wii,2009,tbd
PSV,2013,8.9
PSP,2009,4.6
X360,2009,8.1
PSV,2013,8.5
PS,2000,
GC,2002,8.3
PSP,,
Wii,2010,tbd
PS2,2002,
SNES,1993,
DS,2007,7
PSP,2006,7.3
2600,1981,
PS2,2006,8.6
PS2,2008,6.3
Wii,2009,6.4
PS,1994,
PSP,2010,5.8
GC,2003,8.9
Wii,2008,5.2
PS,1997,
PS3,2013,5.3
PS,2001,5.3
Wii,2010,tbd
X360,2012,8
X360,2013,5.4
X360,2012,7
NES,1992,
N64,1999,
PS2,2007,tbd
PS2,2000,8.4
3DS,2014,
X360,2009,6.9
X360,2012,7.8
PS4,2015,7.1
PS3,2012,
N64,1998,
XOne,2015,7.7
X360,2009,5
PS2,2007,8.3
XB,2003,8.2
PSP,2007,7.3
X360,2009,7.2
PS3,2011,6
PSP,2009,7.3
X360,2014,5.1
PC,1992,
PS3,2014,3.1
X360,2008,7
2600,1982,
PS3,2009,7.7
GBA,2002,tbd
PS,1994,
X360,2006,8.1
PS2,2007,
X360,2010,8.5
DS,2010,8.1
X360,2011,7.4
PS,1999,
X360,2013,6.3
PS3,2015,3.1
PS,1997,
DS,2008,7.8
DS,2007,8.9
DS,2007,8.2
PS3,2008,7.7
PS2,2006,8.4
SNES,1993,
2600,1983,
GC,2002,8.6
WiiU,2013,
PS3,2011,6.3
PS,1998,
X360,2011,8.2
2600,1982,
X360,2013,3.8
X360,2008,7.4
PS,1996,
PS,2000,
2600,1981,
Wii,2009,8.6
PSP,2008,7.1
X360,2005,7.3
PS2,2005,6.3
2600,1980,
PS,1999,8.5
Wii,2011,tbd
X360,2009,
X360,2012,4.9
X360,2011,6.5
2600,1983,
PSP,2006,6.6
DS,2009,tbd
N64,2001,
GB,1999,
GBA,2002,5
Wii,2007,7.5
PS2,2003,
PS2,2001,8.7
GBA,2005,8.4
PS2,2002,8.4
PS2,2002,3
DS,2004,5.9
PS3,2009,7.2
PSP,2005,8.2
DS,2008,tbd
PS2,2008,6.7
PS2,2003,9
PS,1996,
DS,2010,tbd
X360,2008,
Wii,2011,
DS,2008,tbd
XB,2004,4.7
PS2,2005,
PS3,2012,
PS2,2003,
PS,1995,
PS,1998,8.7
PSP,2008,6.8
DS,2006,8
WiiU,2014,8.2
PSP,2009,8
X360,2010,
N64,2001,
NES,1988,
PS2,2002,
GBA,2005,
XOne,2016,
PS2,2004,6.9
PS2,2010,6.6
3DS,2011,3.3
XB,2004,8.8
GBA,2004,7.6
Wii,2009,7.6
X360,2010,
PS2,2002,
PC,2011,8.8
PS3,2011,4.9
Wii,2010,7.8
PS2,2001,
PS2,2005,
X360,2010,
X360,2007,
3DS,2015,
GB,1991,
Wii,2009,6
PS2,2008,8.4
3DS,2013,7.9
DS,2005,
PS,2000,8.9
3DS,2015,
PS4,2016,8.4
PS3,2006,5.8
XOne,2015,7.3
X360,2006,7.8
Wii,2009,6
Wii,2011,7
PS3,2010,7.8
PSP,2008,6
3DS,2012,5.2
PS3,2012,6.7
PS2,2004,6.5
N64,1997,
PS2,2001,7.4
PS,1997,
PS3,2007,
Wii,2009,tbd
PS4,2014,7.2
XB,2004,7.8
PSP,2005,7.9
Wii,2009,
Wii,2010,7.6
PS2,2001,7.9
PS2,2006,9
X360,2008,7.1
PS4,2014,
PSP,2005,6.5
DS,2007,6.9
DS,2006,
PS2,2001,
PS3,2009,7.1
PS3,2009,5.7
PS2,2001,7.7
DS,2007,7.9
3DS,2015,
GBA,2001,
PS3,2009,7.2
PSP,2006,8.8
PSP,2009,6.5
X360,2014,7.9
DS,2008,tbd
PC,2011,7.4
PS4,2015,
PS3,2012,6.8
XB,2005,7.4
PS3,2013,7.2
PSP,2007,7.1
GBA,2002,
PS2,2001,tbd
PS4,2015,
PS3,2009,8.1
XOne,2016,
PS,1999,
PS3,2011,6.7
PS3,2009,
XB,2002,8.2
GBA,,
PS3,2014,6.7
PC,2011,6.8
X360,2008,8.2
PS3,2013,7.8
WiiU,2013,8
Wii,2007,6.3
PS3,2015,4.6
GBA,2003,8.3
PS3,2016,3.3
PS3,2009,7.3
PC,2014,5.9
PS3,2010,8
DS,2008,tbd
PS3,2007,6.9
PS,1997,
X360,2012,
SNES,1993,
X360,2012,
PS3,2007,6.6
GBA,2004,4.8
Wii,2008,8.9
PS3,2010,
GB,1991,
N64,1998,
Wii,2009,7.7
3DS,2012,8
PS,1999,
X360,2011,6.3
DS,2007,
XB,2001,8.7
PS3,2012,7.7
2600,1981,
PS3,2011,5.8
X360,2010,7.7
X360,2006,6.9
Wii,2011,
XB,2004,8.7
PS4,2016,7
PS2,2004,9
WiiU,2014,6.6
GBA,2003,tbd
PS4,2015,7.1
PS3,2012,7.1
PS2,2001,8.7
GC,2002,6.8
DS,2007,7
GBA,2005,7.5
PS2,2005,7.9
Wii,2010,5.2
DS,2008,tbd
PS3,2012,
PS,1998,
DS,2009,tbd
PSP,2010,
PS,1996,
PC,2013,4.2
PS2,2007,6.6
PS3,2010,6.7
XB,2002,8.9
Wii,2009,7
PS2,2006,6
DS,2008,0
PS,1999,
X360,2007,7.1
GBA,2005,
3DS,2014,8.1
PS4,2014,7.7
PS,2001,8.4
DS,2005,8.2
PS2,2001,tbd
2600,1982,
Wii,2009,7.2
PS3,2009,8.1
X360,2014,6.4
PS4,2015,
Wii,,5.4
GBA,2002,8.6
PC,2015,9.3
X360,2011,7.1
PS2,2003,8.5
PS3,2010,8.3
X360,2009,6.6
PS3,2010,8.2
Wii,2009,
PS,1998,
PC,2010,8.3
X360,2011,7.1
XB,2002,8.1
XB,2002,8.3
X360,2007,8.4
DS,2009,8.3
PC,2012,8.2
PSP,2007,7.2
PS2,2003,9
PC,2007,8
PS,2000,7
DS,2007,4
PS2,2002,tbd
GC,2002,7.8
PS,2000,tbd
XB,2005,
PS2,2003,8.8
GC,2002,
GC,2002,5.1
GBA,2004,tbd
PS2,2004,6.2
PSP,2007,6.8
N64,1997,
N64,1999,
N64,1999,
SNES,1995,
PSP,2008,6.5
GC,2003,
X360,2008,7.4
PS,1995,
PS4,2016,7.8
PS3,2007,7.3
PS,1997,
PS,1998,
X360,2008,7.7
XB,2005,7.9
X360,2012,6.4
Wii,2007,5.9
X360,2007,5.5
GC,2003,8.5
PSP,2005,6.9
SNES,1994,
X360,2007,7.8
PS,1998,
WiiU,2014,7.1
XB,2001,5.9
DS,2009,8.4
PS2,2003,8.3
PS3,2011,8.1
GC,2004,tbd
GBA,2001,tbd
PS2,2001,8.2
PS,1997,
XB,2005,8.6
X360,2008,7
DS,2010,tbd
PS,1998,
PC,2013,
PS4,2016,7.5
X360,2011,7
GBA,2001,9
PS2,2000,6.6
PS,2000,
PSP,2010,6.7
PS2,2004,7.6
DS,2009,tbd
PSP,2005,6.4
PS2,2000,8.1
PS3,2008,8.7
PS2,2002,8.8
X360,2011,3.3
X360,2011,7.6
GBA,2004,7.5
SNES,1994,
GBA,2005,tbd
PS3,2010,7.4
2600,1981,
PS4,2015,
PS,1997,
PSP,2007,7.5
